urls	emails
https://www.systemsltd.com/
https://www.netsoltech.com/
https://10pearls.com/	
https://arbisoft.com/	
https://contour-software.com/	
https://www.techlogix.com/	
https://folio3.com/	
https://www.venturedive.com/	
https://www.rolustech.com/	
https://www.tkxel.com	
https://www.cisinlabs.com/    
https://www.axiomzen.co/
https://www.ibm.com/
https://www.capgemini.com/
